track,artist,spotify_playlist,spotify_charts,spotify_streams,apple_playlist,deezer_playlist,deezer_charts,shazam_charts,datetime,is_outlier
changes,XXXTENTACION,171651.0,36731138.0,1366479990.0,31.0,21.0,344528.0,4184844.0,2018-03-02,True
Tell Ur Girlfriend,Lay Bankz,10335.0,116287670.0,167431139.0,26.0,26.0,8022044.0,932674.0,2024-02-07,True
SPIDER,GIMS,3364.0,11637634.0,26972053.0,22.0,29.0,18421648.0,396272.0,2024-05-10,True
Sunday Best,Surfaces,151446.0,27674084.0,952626904.0,217.0,62.0,163426.0,3892098.0,2018-08-28,True
Guli Mata,Saad Lamjarred,8540.0,685520.0,75152048.0,2.0,2.0,1211.0,1154213.0,2023-07-12,True
HOLA PERDIDA,Luck Ra,10663.0,17155186.0,110573724.0,11.0,29.0,508330.0,135309.0,2024-01-05,False
Better,Khalid,108485.0,20494060.0,1355539058.0,160.0,45.0,816136.0,6630901.0,2018-09-14,True
I Don't Care (with Justin Bieber),Ed Sheeran,156748.0,74047669.0,1816356140.0,46.0,185.0,402505.0,854584.0,2019-05-10,True
Substitution,Purple Disco Machine,36861.0,48220875.0,218035732.0,74.0,84.0,2315638.0,3546222.0,2023-03-30,True
Automotivo Bibi Fogosa,Bibi Babydoll,47406.0,32423214.0,267867000.0,6.0,13.0,298723.0,3212495.0,2023-05-19,True
MERCHO,LiL CaKe,52345.0,27129754.0,366462735.0,29.0,31.0,257981.0,769452.0,2022-12-16,True
Bandook,Nirvair Pannu,5825.0,638204.0,40178056.0,2.0,15.0,237120.5,95575.0,2020-05-30,False
Silence,Marshmello,188349.0,52573571.0,1592440653.0,142.0,66.0,494840.0,8572710.0,2017-08-11,True
Miï¿½ï¿½n,TINI,79670.0,35967048.0,723722454.0,80.0,29.0,394359.0,1358270.0,2021-04-29,True
Trap Queen,Fetty Wap,201337.0,36698633.0,1182373720.0,178.0,46.0,267686.0,9253461.0,2014-12-15,True
Sign of the Times,Harry Styles,191817.0,85380382.0,1532653504.0,147.0,95.0,2122787.0,18327076.0,2017-04-07,True
METAMORPHOSIS,INTERWORLD,88566.0,48503856.0,624007138.0,17.0,4.0,105339.0,2577920.0,2021-11-25,True
Botella Tras Botella,Gera MX,72494.0,22027404.0,647496971.0,63.0,26.0,1707077.0,2239738.0,2021-04-23,True
"Me, Myself & I",G-Eazy,174312.0,39798446.0,1280838046.0,106.0,49.0,200919.0,10221814.0,2015-10-14,True
"Steal The Show - From ""Elemental""",Lauv,20157.0,12372416.0,117717973.0,56.0,2.0,19049.0,1696007.0,2023-06-02,True
Lut Gaye,Jubin Nautiyal,16697.0,3873550.0,171856399.0,7.0,15.0,237120.5,826805.0,2021-02-17,True
Piel,Tiago PZK,6815.0,48721232.0,128833634.0,10.0,23.0,3206502.0,307811.0,2024-02-01,True
Pasoori,Shae Gill,37940.0,6753521.0,346971014.0,17.0,1.0,1097.0,673415.0,2022-02-06,True
the boy is mine,Ariana Grande,8386.0,79812251.0,175336290.0,46.0,18.0,1000937.0,209987.0,2024-03-08,True
When We Were Young (The Logical Song),David Guetta,20712.0,61778572.0,158952262.0,48.0,73.0,3521094.0,1754057.0,2023-11-10,True
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,32312.5,13259481.0,239850720.0,28.0,15.0,237120.5,10744906.0,2024-02-16,True
Lay Low,Tiï¿½ï¿,67235.0,95995595.0,406141247.0,93.0,66.0,1547811.0,3933085.0,2023-01-06,True
Bounce When She Walk,Ohboyprince,6915.0,751599.0,18637452.0,2.0,15.0,237120.5,1081839.0,2023-02-03,True
"Apna Bana Le (From ""Bhediya"")",Arijit Singh,19757.0,12938935.0,250599391.0,27.0,1.0,1097.0,476013.0,2022-11-05,True
Hold My Hand,Lady Gaga,50632.0,13985305.0,315680664.0,48.0,27.0,243087.0,5802558.0,2022-05-03,True
Big Energy,Latto,53099.0,32807694.0,324162855.0,66.0,22.0,822207.0,5969740.0,2021-09-24,True
Goodbyes (feat. Young Thug),Post Malone,156671.0,25905453.0,1263989128.0,128.0,166.0,396114.0,5216769.0,2019-07-05,True
Location,Khalid,169370.0,32275029.0,1369299352.0,188.0,63.0,235041.0,4283369.0,2016-05-24,True
Italodisco,The Kolors,22711.0,10786942.0,142141861.0,37.0,10.0,3281500.0,3570846.0,2023-05-05,True
Perfect Night,LE SSERAFIM,23583.0,16220736.0,279667395.0,29.0,11.0,313525.0,435036.0,2023-10-27,True
Vida de Rico,Camilo,54968.0,26455856.0,568823269.0,112.0,24.0,135286.0,1819660.0,2020-09-21,True
Frï¿½ï¿½gil (feat. Grupo Front,Yahritza Y Su Esencia,32294.0,28454994.0,432988420.0,35.0,14.0,1229279.0,1407776.0,2023-04-07,True
In My Feelings,Drake,179820.0,36937605.0,1389607643.0,144.0,65.0,496515.0,7188287.0,2018-06-29,True
You Broke My Heart,Drake,26849.0,21166663.0,123522254.0,25.0,6.0,159003.0,814161.0,2023-10-06,True
Attention,Charlie Puth,162682.0,40159047.0,1800254516.0,28.0,135.0,792329.0,854584.0,2017-04-20,True
Zhurek,Adam,1745.0,385351.0,8893883.0,8.0,15.0,237120.5,3415610.0,2023-10-06,True
Let Me Down Slowly,Alec Benjamin,187053.0,79925766.0,1709991997.0,1.0,41.0,460093.0,854584.0,2018-05-25,True
In The End,Tommee Profitt,23747.0,2345029.0,85068645.0,11.0,3.0,28699.0,8985174.0,2018-04-06,True
Took Her To The O,King Von,156669.0,13464335.0,497832707.0,30.0,2.0,4396.0,1146823.0,2020-02-21,True
Boyfriend,Dove Cameron,96878.0,50739981.0,637836235.0,54.0,38.0,346695.0,2178227.0,2022-02-11,True
Orquestra Maldita,TRASHXRL,16844.0,15941203.0,119445482.0,1.0,15.0,237120.5,854584.0,2023-06-15,True
Sucker,Jonas Brothers,128280.0,42394972.0,1411856834.0,214.0,176.0,671754.0,6948452.0,2019-03-01,True
Alone,Marshmello,80971.0,18764148.0,561103984.0,48.0,16.0,66450.0,3223632.0,2016-05-13,True
Moto,Diler Kharkiya,424.0,60155.0,239850720.0,28.0,15.0,237120.5,854584.0,2020-01-06,True
Pareja Del Aï¿½,Sebastian Yatra,104636.0,31495621.0,817933263.0,105.0,36.0,1953756.0,2894166.0,2021-04-16,True
PAINTING PICTURES,Superstar Pride,76047.0,4765141.0,193109326.0,17.0,4.0,479325.0,2304354.0,2022-10-20,True
GOOBA,6ix9ine,97766.0,8876147.0,472027271.0,22.0,10.0,24148.0,2224515.0,2020-05-08,True
vampire,Olivia Rodrigo,5268.0,1949130.0,997536616.0,48.0,2.0,18375.0,854584.0,2023-06-30,True
THE DINER,Billie Eilish,3693.0,9878576.0,66101468.0,45.0,5.0,56919.0,52008.0,2024-05-17,False
6 In the Morning (feat. Nate Dogg),Flex (UK),1248.0,19427406.0,4505404.0,2.0,2.0,34694.0,24801.0,2024-05-17,False
Light Switch,Charlie Puth,84288.0,17284885.0,593554969.0,98.0,30.0,685471.0,2231820.0,2022-01-19,True
"Pushpa Pushpa (From ""Pushpa 2 The Rule"") [HINDI]",Mika Singh,79.0,3399376.0,1852457.0,28.0,15.0,237120.5,4169.0,2024-05-01,False
On Me,Lil Baby,105732.0,15129396.0,368017246.0,57.0,9.0,32400.0,1728476.0,2020-12-04,True
when the party's over,Billie Eilish,186633.0,79124996.0,1845938685.0,163.0,62.0,398168.0,5811377.0,2018-10-17,True
Love The Way You Lie,Eminem,236943.0,76167038.0,1532052160.0,84.0,67.0,669362.0,10011625.0,2010-01-01,True
Party,Bad Bunny,83311.0,29009374.0,725076772.0,51.0,15.0,1934966.0,1467014.0,2022-05-06,True
Make You Mine,Madison Beer,13354.0,49984859.0,127909006.0,78.0,84.0,9231885.0,1031888.0,2024-02-09,True
Freaks,Surf Curse,200016.0,33498182.0,1089328286.0,25.0,11.0,10105.0,4341439.0,2021-05-15,True
In Da Getto,J Balvin,133279.0,27602101.0,484375103.0,131.0,43.0,354884.0,7336982.0,2021-07-02,True
Chale,Eden Muï¿½ï,33044.0,18247093.0,414104069.0,18.0,4.0,196022.0,854584.0,2022-02-18,True
Try That In A Small Town,Jason Aldean,20547.0,1758957.0,66418201.0,5.0,1.0,79460.0,264899.0,2023-05-19,True
Tarot,Bad Bunny,93128.0,28604664.0,742515730.0,39.0,4.0,178868.0,959597.0,2022-05-06,True
Mas Existe um Lugar,Kaio Viana,5624.0,1097527.0,24963236.0,2.0,15.0,237120.5,228158.0,2023-03-23,True
TEXAS HOLD 'EM,Beyoncï¿,2563.0,11967164.0,425058273.0,63.0,3.0,35655.0,854584.0,2024-02-09,True
Petit gï¿½ï¿,Jungeli,29011.0,10943796.0,159181956.0,38.0,46.0,20176323.0,3454084.0,2023-08-04,True
Bura Na Mano Holi Hai,Shaan,6.0,44905.0,125047.0,28.0,15.0,237120.5,262.0,2023-02-04,False
ýýý,Ado,15725.0,4390255.0,114381380.0,33.0,1.0,1802.0,270400.0,2023-09-06,True
Breaking the Habit,Linkin Park,2.0,454.0,428629823.0,28.0,15.0,237120.5,1649113.0,2024-04-12,True
Work,Rihanna,144823.0,46076265.0,1399521364.0,432.0,135.0,1255495.0,8814930.0,2016-01-28,True
Normal,Feid,76821.0,31039211.0,724772954.0,59.0,22.0,4507712.0,956990.0,2022-07-08,True
LALALALA,Stray Kids,10814.0,10289612.0,154592041.0,7.0,6.0,249201.0,279165.0,2023-11-10,True
Sum 2 Prove,Lil Baby,141088.0,17349295.0,444934033.0,63.0,14.0,145275.0,1925871.0,2020-01-10,True
Lottery (Renegade),K CAMP,28272.0,6607554.0,173526912.0,20.0,12.0,39746.0,1592457.0,2019-04-01,True
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,119969.0,51471665.0,1382191196.0,5.0,39.0,220305.0,854584.0,2017-08-11,True
Good Days,SZA,164541.0,62561721.0,1105805922.0,231.0,52.0,281696.0,2548829.0,2020-12-25,True
Leave Before You Love Me (with Jonas Brothers),Marshmello,94185.0,54080564.0,844630935.0,147.0,21.0,620249.0,7138195.0,2021-04-28,True
Youngblood,5 Seconds of Summer,180069.0,75602805.0,1790579305.0,148.0,33.0,444155.0,10854729.0,2018-04-12,True
Sweater Weather,The Neighbourhood,415650.0,149359220.0,2916412507.0,189.0,114.0,604895.0,854584.0,2012-01-01,True
Merayu Tuhan,Tri Suaka,506.0,74157.0,8517888.0,28.0,15.0,237120.5,20886.0,2023-08-15,False
If We Being Rï¿½ï,Yeat,10195.0,13681051.0,92517121.0,19.0,10.0,1802148.0,1371705.0,2024-02-16,True
Can We Kiss Forever?,Kina,89559.0,32092279.0,634493511.0,48.0,36.0,344770.0,8659169.0,2018-08-31,True
Felices los 4,Maluma,73487.0,24333265.0,932817713.0,100.0,53.0,1133769.0,5644479.0,2017-04-21,True
Mariposita,La Vaca Lola,32312.5,13259481.0,239850720.0,28.0,15.0,237120.5,854584.0,2021-03-04,True
Relaciï¿½,Sech,62750.0,12074538.0,468900803.0,29.0,16.0,175086.0,1507000.0,2020-04-02,True
ELOVRGA,Alex Favela,24862.0,20963358.0,333899135.0,14.0,11.0,1680860.0,967858.0,2023-08-18,True
Party Girl,StaySolidRocky,115574.0,16306099.0,730440576.0,62.0,15.0,43249.0,1963555.0,2020-04-21,True
I Feel It Coming,The Weeknd,193568.0,52373071.0,1749088490.0,298.0,123.0,980454.0,17963628.0,2016-11-17,True
Get In With Me,Bossman Dlow,7442.0,18628678.0,39401314.0,31.0,6.0,905095.0,607813.0,2024-01-19,True
Agua (with J Balvin),Tainy,68311.0,11888692.0,391856304.0,73.0,17.0,58326.0,1570803.0,2020-07-09,True
Human,Rag'n'Bone Man,170367.0,49113191.0,1013083048.0,197.0,92.0,885612.0,19092054.0,2016-07-21,True
We Still Don't Trust You,Future,9077.0,15569468.0,64193671.0,31.0,28.0,1345845.0,349821.0,2024-04-12,True
snowfall,ýýneheart,72344.0,19014919.0,652949750.0,12.0,2.0,58283.0,1852974.0,2022-01-14,True
First Love,Oscar Maydon,11519.0,61076412.0,230291754.0,8.0,19.0,7394544.0,1277194.0,2023-12-07,True
La_Original.mp3,Emilia,17845.0,26300966.0,184441175.0,55.0,52.0,631203.0,400818.0,2023-11-02,True
OA,Anuel AA,29895.0,35946086.0,178950943.0,23.0,16.0,1284111.0,595427.0,2023-10-13,True
Pagodï¿½ï¿½o do Birimbola (Tchubirabi,Os Quebradeiras,13089.0,4241209.0,54513960.0,2.0,17.0,10926.0,448872.0,2022-11-11,True
Ice Cream (with Selena Gomez),BLACKPINK,47463.0,17801611.0,574505748.0,87.0,33.0,197629.0,1430212.0,2020-08-28,True
Deja Vu,TOMORROW X TOGETHER,2524.0,11857367.0,75894056.0,9.0,5.0,295059.0,113020.0,2024-04-01,False
one of wun,Gunna,7073.0,108431155.0,58469975.0,28.0,15.0,237120.5,854584.0,2024-05-10,True
Thank You (Not So Bad),Dimitri Vegas & Like Mike,32776.0,133835796.0,200151839.0,55.0,99.0,10753176.0,1371435.0,2023-12-01,True
Watch This - ARIZONATEARS Pluggnb Remix,Lil Uzi Vert,100095.0,41254482.0,377174503.0,28.0,10.0,1314061.0,854584.0,2023-02-05,True
MIDDLE CHILD,J. Cole,221749.0,47461150.0,1285518117.0,119.0,33.0,200166.0,3638588.0,2019-01-24,True
TO THE MOON,JNR CHOI,96137.0,14188085.0,274647899.0,22.0,16.0,56440.0,3786029.0,2021-11-05,True
Fancy Like,Walker Hayes,56746.0,6878594.0,328697441.0,53.0,15.0,237120.5,2520013.0,2021-06-04,True
The Color Violet,Tory Lanez,152298.0,19863721.0,806918358.0,22.0,2.0,22675.0,2322363.0,2021-12-10,True
S91,KAROL G,22270.0,15087485.0,240161044.0,40.0,19.0,2172067.0,614971.0,2023-07-14,True
LALISA,LISA,33286.0,15876032.0,502655066.0,19.0,13.0,16498.0,1084041.0,2021-09-10,True
Levitating,Dua Lipa,145601.0,34376048.0,946842175.0,269.0,73.0,1232589.0,3946971.0,2020-03-27,True
RUBICON,Peso Pluma,23436.0,13507680.0,246224964.0,22.0,1.0,72.0,585523.0,2023-06-22,True
Gimme Love,Sia,11648.0,11690122.0,105947434.0,55.0,40.0,23048308.0,1684376.0,2023-09-13,True
Diz Aï¿½ï¿½ Qual ï¿½ï¿½ ,Mc IG,5329.0,22615957.0,71944011.0,28.0,32.0,9834159.0,854584.0,2024-03-07,True
"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")",Mitraz,3618.0,12001774.0,114992281.0,19.0,15.0,237120.5,286797.0,2024-01-19,True
Arjan Vailly,Manan Bhardwaj,8330.0,3632731.0,123276250.0,6.0,15.0,237120.5,146801.0,2023-11-18,False
Demons,Imagine Dragons,263640.0,71470111.0,2270796677.0,70.0,88.0,2680196.0,18161724.0,2012-01-01,True
Supalonely,BENEE,111662.0,26764629.0,738407486.0,153.0,115.0,267828.0,6834164.0,2019-11-15,True
Lean On (feat. Mï¿½ï¿½ & DJ Sn,Major Lazer,242511.0,79506771.0,2080878370.0,497.0,250.0,2469856.0,26993119.0,2011-11-20,True
Spin Bout U,Drake,88034.0,16963292.0,356685934.0,37.0,3.0,171037.0,1574072.0,2022-11-04,True
From The Start,Laufey,53922.0,25450036.0,368256958.0,27.0,13.0,766548.0,1011059.0,2023-05-11,True
ZOOM,Jessi,22288.0,7774873.0,166161044.0,5.0,5.0,53217.0,778299.0,2022-04-13,True
Can't Feel My Face,The Weeknd,212829.0,101243254.0,1747534539.0,433.0,149.0,1452991.0,14056461.0,2015-03-02,True
Quï¿½ï¿½ Onda Per,Grupo Firme,17694.0,13723182.0,213405904.0,15.0,10.0,1737734.0,655854.0,2023-03-30,True
Sexy And I Know It,LMFAO,107912.0,33797077.0,436722440.0,57.0,37.0,157088.0,6761782.0,2011-01-01,True
WHATS POPPIN,Jack Harlow,161131.0,28874159.0,819779577.0,68.0,34.0,65099.0,3222518.0,2020-01-21,True
POR EL CONTRARIO,Becky G,5913.0,9167049.0,131938548.0,10.0,22.0,6520222.0,684079.0,2023-09-28,True
Danza Kuduro - Cover,DJ MIX NON-STOP CHANNEL,15.0,52.0,1648192461.0,28.0,15.0,237120.5,854584.0,2023-12-21,True
Rara Vez,Taiu,58646.0,20499657.0,544165928.0,15.0,16.0,403215.0,943365.0,2023-02-08,True
That That (prod. & feat. SUGA of BTS),PSY,26075.0,16176936.0,269491606.0,12.0,5.0,37462.0,797357.0,2022-04-29,True
Espresso,Sabrina Carpenter,637.0,1907453.0,536986458.0,29.0,3.0,157807.0,854584.0,2024-04-11,True
Whoï¿½ï¿½ï¿½s Afraid of Little O,Taylor Swift,5004.0,25607992.0,166168092.0,38.0,4.0,2143866.0,116673.0,2024-04-18,False
THE LONELIEST,Mï¿½ï¿½ne,54823.0,16021571.0,330593989.0,53.0,61.0,1631239.0,4266103.0,2022-10-07,True
Yeah Glo!,GloRilla,8049.0,60410593.0,89513100.0,51.0,9.0,1244194.0,446156.0,2024-02-08,True
Nunca Es Suficiente,Los ï¿½ï¿½ngeles Az,53736.0,20478756.0,478494818.0,37.0,8.0,55460.0,3116053.0,2018-04-20,True
MANIKIN (feat. Wifisfuneral),XXXTENTACION,4668.0,412676.0,4306793.0,28.0,15.0,237120.5,38034.0,2023-09-08,False
Copines,Aya Nakamura,70125.0,7759068.0,381322519.0,45.0,29.0,258833.0,5305717.0,2018-08-24,True
Thank God,Kane Brown,20612.0,11359519.0,157341967.0,59.0,15.0,398591.0,1100920.0,2022-09-09,True
TQM,Fuerza Regida,40368.0,24948673.0,497682165.0,48.0,18.0,6780767.0,616368.0,2023-05-19,True
Lily,Alan Walker,45516.0,8731552.0,403860053.0,6.0,1.0,310.0,1793716.0,2018-12-14,True
Massive,Drake,111173.0,20965015.0,253114498.0,57.0,14.0,191109.0,2091080.0,2022-06-17,True
a lot,21 Savage,219301.0,32815164.0,949835159.0,70.0,28.0,160500.0,3759769.0,2018-12-21,True
Adicto (with Anuel AA & Ozuna),Tainy,84611.0,28656289.0,711861577.0,133.0,25.0,360047.0,1522049.0,2019-08-22,True
Tek Baï¿½ï¿½,Semicenk,1250.0,4918007.0,21803486.0,9.0,3.0,1583000.0,90134.0,2024-05-03,False
BAND4BAND,Central Cee,1.0,24.0,86144467.0,28.0,15.0,237120.5,854584.0,2024-06-06,True
Look What You Made Me Do,Taylor Swift,93178.0,62880711.0,1152346128.0,122.0,43.0,239444.0,5102278.0,2017-08-24,True
WOKE UP,XG,1247.0,25606219.0,16684393.0,18.0,2.0,338389.0,63167.0,2024-05-21,False
Toki,Casper Magico,2062.0,5740990.0,13741023.0,13.0,2.0,7386.0,80807.0,2024-05-02,False
Young Dumb & Broke,Khalid,187813.0,83108168.0,1527159800.0,172.0,47.0,604640.0,6513209.0,2017-01-01,True
El Beneficio De La Duda,Grupo Firme,446.0,37375496.0,15557247.0,9.0,5.0,2134351.0,91868.0,2024-05-28,False
ALV,Arcï¿½ï¿½,10053.0,10075643.0,118490212.0,8.0,11.0,1370299.0,514683.0,2023-11-17,True
In A Minute,Lil Baby,81407.0,13177118.0,171118535.0,52.0,4.0,1324033.0,1695618.0,2022-04-07,True
Save Your Tears (with Ariana Grande) (Remix),The Weeknd,178149.0,71174158.0,1549317525.0,309.0,166.0,2493997.0,3251107.0,2020-03-20,True
No Se Vale,Camilo,1341.0,7152408.0,19388370.0,1.0,11.0,1544792.0,42410.0,2024-02-07,False
Jerusalema (feat. Nomcebo Zikode),Master KG,110858.0,13496585.0,406132477.0,92.0,73.0,3432383.0,15915419.0,2019-11-29,True
DENTRO DA HILUX,Luan Pereira,14552.0,18055636.0,178699480.0,12.0,25.0,1406166.0,121733.0,2023-08-24,False
Funk do Patinho,Bento e Totï¿,1827.0,221916.0,16197748.0,28.0,15.0,237120.5,16249.0,2022-01-22,False
El Amor de Mi Vida,Los ï¿½ï¿½ngeles Az,12585.0,10844674.0,130709283.0,8.0,12.0,476181.0,555880.0,2023-08-17,True
Blueberry Faygo,Lil Mosey,197036.0,39104125.0,1295251940.0,121.0,40.0,79824.0,2786545.0,2019-11-08,True
Jiggle Jiggle,Duke & Jones,37436.0,6111674.0,121214716.0,13.0,2.0,2613.0,1772963.0,2022-05-13,True
En la Intimidad,Big One,24033.0,7343818.0,210712407.0,8.0,13.0,299787.0,261474.0,2023-02-01,True
Counting Stars,OneRepublic,343135.0,114346295.0,2466006842.0,198.0,138.0,1401001.0,118910.0,2013-01-01,False
Essence (feat. Tems),Wizkid,85783.0,13563028.0,242254880.0,216.0,21.0,229656.0,4536227.0,2020-10-28,True
Get Into It (Yuh),Doja Cat,97704.0,24305145.0,603196133.0,55.0,17.0,198575.0,2436551.0,2021-06-25,True
RAVE,Dxrk ï¿½ï¿½ï¿½,104372.0,42500205.0,415552038.0,32.0,6.0,129549.0,2994271.0,2022-03-18,True
No Me Conoce,Jhay Cortez,9710.0,1428548.0,49585127.0,3.0,3.0,29899.0,466976.0,2019-02-22,True
offline,Young Miko,8869.0,89312461.0,109149345.0,41.0,23.0,3065065.0,267702.0,2024-04-05,True
TOPIA TWINS,Travis Scott,70723.0,12274321.0,196369387.0,14.0,6.0,67395.0,310132.0,2023-07-28,True
Janze,Xamdam Sobirov,77.0,5871.0,344691.0,1.0,15.0,237120.5,407695.0,2023-07-31,True
"O Saki Saki (From ""Batla House"")",Neha Kakkar,15143.0,5892217.0,144985656.0,18.0,15.0,237120.5,717736.0,2019-07-15,True
Always Remember Us This Way,Lady Gaga,137601.0,32384233.0,1269760706.0,88.0,55.0,606748.0,9755956.0,2018-10-05,True
Monotonï¿½,Shakira,50326.0,35586221.0,498744348.0,78.0,49.0,782647.0,913182.0,2022-10-19,True
Aku Sayang Tapi Kau Tak Paham,DJ Boneng,22.0,36989.0,716453.0,28.0,15.0,237120.5,854584.0,2023-11-15,True
Thought You Should Know,Morgan Wallen,40523.0,6267614.0,340227841.0,18.0,1.0,71.0,857184.0,2022-05-06,True
CAIRO,KAROL G,35995.0,21160001.0,443093379.0,58.0,26.0,2263487.0,1174788.0,2022-11-13,True
Cupido,TINI,35751.0,23674275.0,358240136.0,42.0,33.0,444294.0,556867.0,2023-02-14,True
Raja Ji Ke Dilwa,Pawan Singh,1.0,3.0,4283.0,28.0,15.0,237120.5,854584.0,2023-12-19,True
Out thï¿½ï¿½,Yeat,85480.0,16509403.0,338097605.0,14.0,1.0,58975.0,664273.0,2022-09-09,True
Winning Speech,Karan Aujla,938.0,5754144.0,17917738.0,22.0,15.0,237120.5,44138.0,2024-05-16,False
Home,Good Neighbours,19044.0,62137392.0,205068203.0,67.0,36.0,876086.0,606973.0,2024-01-17,True
Sobrio,Maluma,66655.0,24281295.0,600199930.0,95.0,26.0,1933432.0,1823474.0,2021-07-08,True
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",Metro Boomin,67166.0,13150883.0,247682011.0,51.0,9.0,44406.0,1390039.0,2023-06-02,True
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,295646.0,48300175.0,1244981489.0,110.0,60.0,282248.0,6227926.0,2018-05-25,True
Se Acabï¿½ï¿½ la Cuaren,Jowell & Randy,23284.0,4240574.0,73468394.0,11.0,5.0,45642.0,1057655.0,2020-08-06,True
Look Back At It,A Boogie Wit da Hoodie,136145.0,21910460.0,769061748.0,49.0,17.0,25856.0,6255853.0,2018-12-07,True
End of Beginning,Djo,64517.0,191969474.0,710784872.0,149.0,133.0,18315130.0,3343993.0,2022-09-16,True
K-POP,Travis Scott,62715.0,24530922.0,285481590.0,46.0,39.0,587945.0,808863.0,2023-07-18,True
favorite,Isabel LaRosa,7364.0,40769771.0,123802404.0,43.0,45.0,394030.0,1040640.0,2024-03-29,True
You & Me,JENNIE,12210.0,12194109.0,183134509.0,15.0,12.0,265865.0,345892.0,2023-10-06,True
Tattoo,Rauw Alejandro,53836.0,9757013.0,341742937.0,45.0,15.0,133918.0,713534.0,2020-02-13,True
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Shakira,159324.0,36048887.0,829352129.0,109.0,96.0,1215762.0,854584.0,2010-01-01,True
LA RANGER (feat. Myke Towers),The Academy: Segunda Misiï¿½,8939.0,75931694.0,79786203.0,29.0,25.0,1896889.0,236268.0,2024-03-28,True
no tears left to cry,Ariana Grande,100503.0,36840744.0,1331371819.0,143.0,68.0,735006.0,6415036.0,2018-04-20,True
I Fck Up,Prince Ayaya,44.0,223.0,239850720.0,2.0,15.0,237120.5,238732.0,2023-10-28,True
Upside Down,JVKE,28044.0,6194695.0,121391098.0,24.0,5.0,12865.0,1184072.0,2020-08-18,True
Crawling,Linkin Park,174.0,525584.0,570290910.0,28.0,15.0,237120.5,854584.0,2024-04-12,True
Nosso Quadro,AgroPlay,23872.0,16779061.0,423018422.0,21.0,31.0,6708107.0,609133.0,2023-02-02,True
APAGA EL CEL,FloyyMenor,2343.0,69471936.0,33245898.0,8.0,3.0,821777.0,171732.0,2024-05-17,False
Genda Phool (feat. Payal Dev),Badshah,7591.0,3058131.0,86295058.0,7.0,3.0,2467.0,193040.0,2020-03-26,True
Pure Cocaine,Lil Baby,170734.0,17463888.0,652559944.0,21.0,8.0,35919.0,1456448.0,2018-11-30,True
Espresso,Sabrina Carpenter,1.0,2.0,536986458.0,28.0,15.0,237120.5,854584.0,2024-04-12,True
Pretty Little Poison,Warren Zeiders,23828.0,9380794.0,142512477.0,14.0,4.0,177002.0,549127.0,2023-03-17,True
Corazï¿½ï¿½n Roto - R,Brray,36459.0,13719365.0,203212015.0,27.0,12.0,1842000.0,836117.0,2023-04-07,True
Summer,Calvin Harris,255037.0,105180321.0,1497564072.0,225.0,170.0,1740585.0,11380320.0,2014-01-01,True
Murder On My Mind,YNW Melly,208777.0,21077896.0,1055558326.0,18.0,10.0,8074.0,2087864.0,2018-06-01,True
You Are The Reason,Calum Scott,119883.0,31204776.0,1042531612.0,70.0,17.0,70256.0,6610744.0,2017-11-17,True
Bad Liar,Imagine Dragons,134812.0,31112950.0,1056929910.0,54.0,31.0,384519.0,11123506.0,2018-11-06,True
Wild Ones (feat. Jelly Roll),Jessie Murph,21942.0,13799115.0,165347464.0,18.0,19.0,7719621.0,354116.0,2023-10-06,True
